,time,calculation
0,0.0030007362365722656,0.0
1,0.003998994827270508,0.0
2,0.0029997825622558594,0.0
3,0.0030012130737304688,0.0
4,0.003000497817993164,0.0
5,0.0028839111328125,0.0
6,0.0030024051666259766,0.0
7,0.0030364990234375,0.0
8,0.0039997100830078125,0.0
9,0.003000974655151367,0.0
10,0.0019996166229248047,0.0
11,0.004001617431640625,0.0
12,0.001996755599975586,0.0
13,0.002002239227294922,0.0
14,0.0029954910278320312,0.0
15,0.003002643585205078,0.0
16,0.003000974655151367,0.0
17,0.0030002593994140625,0.0
18,0.001981019973754883,0.0
19,0.003001689910888672,0.0
20,0.0019195079803466797,0.0
21,0.0020215511322021484,0.0
22,0.003000020980834961,0.0
23,0.003017425537109375,0.0
24,0.004071712493896484,0.0
25,0.001985311508178711,0.0
26,0.003854036331176758,0.0
27,0.0019893646240234375,0.0
28,0.003002643585205078,0.0
29,0.001980304718017578,0.0
30,0.0020008087158203125,0.0
31,0.0030007362365722656,0.0
32,0.002999544143676758,0.0
33,0.002943277359008789,0.0
34,0.001983165740966797,0.0
35,0.0030274391174316406,0.0
36,0.0020012855529785156,0.0
37,0.0030007362365722656,0.0
38,0.002001047134399414,0.0
39,0.004019498825073242,0.0
40,0.002979278564453125,0.0
41,0.0040204524993896484,0.0
42,0.003005504608154297,0.0
43,0.0021479129791259766,0.0
44,0.0030014514923095703,0.0
45,0.002992868423461914,0.0
46,0.0028836727142333984,0.0
47,0.002001523971557617,0.0
48,0.0029850006103515625,0.0
49,0.002000093460083008,0.0
50,0.0030002593994140625,0.0
51,0.00401616096496582,0.0
52,0.0019991397857666016,0.0
53,0.0029904842376708984,0.0
54,0.001981496810913086,0.0
55,0.001997709274291992,0.0
56,0.004019737243652344,0.0
57,0.0029973983764648438,0.0
58,0.002985715866088867,0.0
59,0.0029959678649902344,0.0
60,0.0029947757720947266,0.0
61,0.0019834041595458984,0.0
62,0.003000974655151367,0.0
63,0.0030019283294677734,0.0
64,0.0030012130737304688,0.0
65,0.002015352249145508,0.0
66,0.002015829086303711,0.0
67,0.001993894577026367,0.0
68,0.0020003318786621094,0.0
69,0.0020072460174560547,0.0
70,0.0019822120666503906,0.0
71,0.002002716064453125,0.0
72,0.0049877166748046875,0.0
73,0.0030028820037841797,0.0
74,0.001905202865600586,0.0
75,0.0019860267639160156,0.0
76,0.0029811859130859375,0.0
77,0.001998424530029297,0.0
78,0.001986265182495117,0.0
79,0.0019843578338623047,0.0
80,0.0030167102813720703,0.0
81,0.003981828689575195,0.0
82,0.003019094467163086,0.0
83,0.0019845962524414062,0.0
84,0.003017902374267578,0.0
85,0.0019538402557373047,0.0
86,0.005012989044189453,0.0
87,0.0030112266540527344,0.0
88,0.0020072460174560547,0.0
89,0.0030035972595214844,0.0
90,0.0019936561584472656,0.0
91,0.1592409610748291,1.0
92,0.011998653411865234,0.0
93,0.010068178176879883,0.0
94,0.0110015869140625,0.0
95,0.010001182556152344,0.0
96,0.010008811950683594,0.0
97,0.01146841049194336,0.0
98,0.009075164794921875,0.0
99,0.009986400604248047,0.0
100,0.010087728500366211,0.0
101,0.010690927505493164,0.0
102,0.009987354278564453,0.0
103,0.009979486465454102,0.0
104,0.008999109268188477,0.0
105,0.008999109268188477,0.0
106,0.010978460311889648,0.0
107,0.012096881866455078,0.0
108,0.15155434608459473,1.0
109,0.01100468635559082,0.0
110,0.010997295379638672,0.0
111,0.010961771011352539,0.0
112,0.01077413558959961,0.0
113,0.010922431945800781,0.0
114,0.011815309524536133,0.0
115,0.011046171188354492,0.0
116,0.013996362686157227,0.0
117,0.012979507446289062,0.0
118,0.011992454528808594,0.0
119,0.010999441146850586,0.0
120,0.009998083114624023,0.0
121,0.00999903678894043,0.0
122,0.010012626647949219,0.0
123,0.011148214340209961,0.0
124,0.009990215301513672,0.0
125,0.009988069534301758,0.0
126,0.009643316268920898,0.0
127,0.01300048828125,0.0
128,0.010007381439208984,0.0
129,0.010047197341918945,0.0
130,0.013009786605834961,0.0
131,0.011824369430541992,0.0
132,0.011019229888916016,0.0
133,0.010695695877075195,0.0
134,0.01293802261352539,0.0
135,0.011996030807495117,0.0
136,0.01499176025390625,0.0
137,0.011997222900390625,0.0
138,0.010997533798217773,0.0
139,0.018998384475708008,0.0
140,0.011696815490722656,0.0
141,0.01106572151184082,0.0
142,0.010994195938110352,0.0
143,0.011000633239746094,0.0
144,0.010999917984008789,0.0
145,0.01199960708618164,0.0
146,0.011000633239746094,0.0
147,0.015000104904174805,0.0
148,0.011996984481811523,0.0
149,0.008999109268188477,0.0
150,0.008999347686767578,0.0
151,0.010260581970214844,0.0
152,0.009998321533203125,0.0
153,0.009841203689575195,0.0
154,0.009980440139770508,0.0
155,0.010032176971435547,0.0
156,0.010010719299316406,0.0
157,0.012015581130981445,0.0
158,0.009422540664672852,0.0
159,0.009998321533203125,0.0
160,0.012002706527709961,0.0
161,0.011018514633178711,0.0
162,0.010696172714233398,0.0
163,0.010030031204223633,0.0
164,0.011140108108520508,0.0
165,0.011693000793457031,0.0
166,0.01200103759765625,0.0
167,0.011983871459960938,0.0
168,0.013668298721313477,0.0
169,0.016997814178466797,0.0
170,0.01100015640258789,0.0
171,0.010997533798217773,0.0
172,0.010850667953491211,0.0
173,0.011015892028808594,0.0
174,0.010977029800415039,0.0
175,0.011998176574707031,0.0
176,0.013010025024414062,0.0
177,0.012978553771972656,0.0
178,0.010020017623901367,0.0
179,0.010029792785644531,0.0
180,0.008930444717407227,0.0
181,0.009880542755126953,0.0
182,0.01004481315612793,0.0
183,0.01031804084777832,0.0
184,0.009988546371459961,0.0
185,0.009029865264892578,0.0
186,0.00977015495300293,0.0
187,0.010156393051147461,0.0
188,0.009998798370361328,0.0
189,0.011054515838623047,0.0
190,0.012047052383422852,0.0
191,0.011059999465942383,0.0
192,0.010019540786743164,0.0
193,0.011034965515136719,0.0
194,0.011018991470336914,0.0
195,0.010994434356689453,0.0
196,0.011012792587280273,0.0
197,0.009995460510253906,0.0
198,0.011000394821166992,0.0
199,0.12400174140930176,1.0
200,0.011942863464355469,0.0
201,0.011016130447387695,0.0
202,0.010878562927246094,0.0
203,0.01299905776977539,0.0
204,0.012797355651855469,0.0
205,0.010996818542480469,0.0
206,0.014995813369750977,0.0
207,0.01000070571899414,0.0
208,0.01101994514465332,0.0
209,0.01101374626159668,0.0
210,0.010019779205322266,0.0
211,0.009004831314086914,0.0
212,0.009979963302612305,0.0
213,0.010076284408569336,0.0
214,0.01201319694519043,0.0
215,0.07800078392028809,1.0
216,0.01100921630859375,0.0
217,0.010000944137573242,0.0
218,0.008999109268188477,0.0
219,0.01004338264465332,0.0
220,0.010978937149047852,0.0
221,0.01169276237487793,0.0
222,0.010980844497680664,0.0
223,0.011005640029907227,0.0
224,0.010999917984008789,0.0
225,0.012019872665405273,0.0
226,0.010790586471557617,0.0
227,0.011007308959960938,0.0
228,0.011019229888916016,0.0
229,0.011018514633178711,0.0
230,0.011005640029907227,0.0
231,0.01200413703918457,0.0
232,0.06700658798217773,1.0
233,0.010980367660522461,0.0
234,0.010004997253417969,0.0
235,0.010088443756103516,0.0
236,0.011015653610229492,0.0
237,0.00999760627746582,0.0
238,0.00998067855834961,0.0
239,0.009782552719116211,0.0
240,0.009995698928833008,0.0
241,0.010005712509155273,0.0
242,0.009066343307495117,0.0
243,0.011999845504760742,0.0
244,0.012012481689453125,0.0
245,0.011984825134277344,0.0
246,0.012999773025512695,0.0
247,0.009999752044677734,0.0
248,0.011038541793823242,0.0
249,0.011034011840820312,0.0
250,0.011146068572998047,0.0
251,0.011199235916137695,0.0
252,0.011028766632080078,0.0
253,0.011020183563232422,0.0
254,0.011915922164916992,0.0
